ID,kdrama_name,actor,genre,platform,tags,network,episode
11,A Beautiful Mind,"['Jang Hyuk', ' Park So Dam', ' Yoon Hyun Min', ' Park Se Young', ' Heo Joon Ho', ' Kim Jong Soo']","['mystery', ' psychological', ' romance', ' medical']",['Viki'],"['antisocial personality disorder', ' eccentric male lead', ' fatherson relationship', ' emotional blunting', ' investigation', ' cold manwarm woman', ' slow burn romance', ' character development', ' neurosurgeon male lead', ' hospital setting ']",['KBS'],14
12,A Bird That Doesn't Sing,"['Oh Hyun Kyung', ' Hong Ah Reum', ' Kang Ji Sub', ' Kim Yoo Suk', ' Ahn Jae Min', ' Baek Seung Hee']","['romance', ' drama', ' family', ' melodrama']",['N/A'],"['wrongfully accused', ' soap opera', ' revenge', ' riches to rags ']",['tvN'],100
13,A Daughter Just Like You,"['Lee Soo Kyung', ' Woo Hee Jin', ' Kim Hye Ok', ' Kang Kyung Joon', ' Jung Hye Sung', ' Kang Tae Sung']","['comedy', ' romance', ' family', ' melodrama']",['N/A'],"['cold female lead', ' single father', ' warm mancold woman', ' widower', ' independent female lead', ' hardworking female lead', ' strict father', ' selfish mother', ' supportive fatherinlaw', ' smart female lead ']",['MBC'],120
14,A Gentleman's Dignity,"['Jang Dong Gun', ' Kim Ha Neul', ' Kim Soo Ro', ' Kim Min Jong', ' Lee Jong Hyuk', ' Yoon Se Ah']","['comedy', ' romance', ' drama', ' melodrama']",['Viki'],"['adult romance', ' bromance', ' friendship', ' age gap drama life', ' age gap real life', ' male centered plot', ' dissociative amnesia', ' independent female lead', ' mental illness', ' love at first sight ']",['SBS'],20
15,A Girl Who Sees Smells,"['Park Yoo Chun', ' Shin Se Kyung', ' Namkoong Min', ' Yoon Jin Seo', ' Song Jong Ho', ' Lee Won Jong']","['mystery', ' romance', ' supernatural']","['Viki', ' Netflix']","['amnesia', ' tragic past', ' nice male lead', ' prosopagnosia', ' female chases male first', ' synesthesia', ' special power', ' orphan female lead', ' psychopath', ' strong female lead ']",['SBS'],16
16,A Happy Woman,"['Jung Gyu Woon', ' Yoon Jung Hee', ' Kim Suk Hoon', ' Jang Mi In Ae', ' Kang Yi Suk', ' Kim Dae Sung']","['romance', ' drama', ' family', ' melodrama']",['N/A'],"['marriage', ' love triangle ']",['KBS'],58
17,A Hundred Year Legacy,"['Eugene', ' Lee Jung Jin', ' Yoon Ah Jung', ' Choi Won Young', ' Kim Myung Soo', ' Jung Hye Sun']","['romance', ' drama', ' family']",['Viki'],"['soap opera', ' married couple', ' divorce', ' food ']",['MBC'],50
18,A Korean Odyssey,"['Lee Seung Gi', ' Cha Seung Won', ' Oh Yeon Seo', ' Lee Hong Ki', ' Jang Gwang', ' Lee El']","['horror', ' comedy', ' romance', ' fantasy']","['Viki', ' Netflix', ' Apple TV']","['ghostseeing female lead', ' special power', ' supernatural power', ' demon', ' steamy kiss', ' aggressive male lead', ' ghost', ' tough male lead', ' lovehate relationship', ' bromance ']","['Netflix', ' tvN']",20
19,A Little Love Never Hurts,"['Lee Sang Yeob', ' Shin Da Eun', ' Seo Ji Suk', ' Hong Soo Hyun', ' Choi Soo Rin', ' Kang  Suk Woo']","['romance', ' drama', ' family']",['N/A'],[nan],['MBC'],50
20,A Love So Beautiful,"['Kim Yo Han', ' So Ju Yeon', ' Yeo Hoe Hyun', ' Jo Hye Joo', ' Jung Jae Oh', ' Kim Dong Kyu']","['comedy', ' romance', ' life', ' youth']","['Kakao TV', ' Netflix']","['unrequited love', ' first love', ' doctor male lead', ' height difference', ' bright female lead', ' female chases male first', ' adapted from a novel', ' love triangle', ' smart male lead', ' high school ']","['Daum Kakao TV', ' Netflix']",24
21,A Model Family,"['Jung Woo', ' Park Hee Soon ', ' Yoon Jin Seo', ' Park Ji Yeon', ' Kim Sung Oh', ' Kim Shin Bi']","['thriller', ' mystery', ' crime', ' drama']",['Netflix'],"['investigation', ' suspense', ' professor male lead', ' gun violence', ' drug usage', ' bankruptcy', ' organized crime', ' secret', ' married couple', ' miniseries ']",['Netflix'],10
22,A New Leaf,"['Kim Myung Min', ' Kim Sang Joong', ' Park Min Young', ' Oh Jung Se', ' Jin Yi Han', ' Kim Seo Hyung']","['business', ' law', ' drama']",['Viki'],"['lawyer male lead', ' slight romance', ' fatherson relationship', ' corruption', ' amnesia ']",['MBC'],16
23,A Piece of Your Mind,"['Jung Hae In', ' Chae Soo Bin', ' Lee  Ha Na ', ' Kim Sung Gyu', ' Park Ju Hyun', ' Lee Sang Hee']","['romance', ' life', ' drama', ' melodrama']","['Apple TV', ' Viki', ' WeTV']","['healing', ' depression', ' slow burn romance', ' artificial intelligence', ' character development', ' tragic past', ' insomnia', ' secret crush', ' trauma', ' music ']",['tvN'],12
24,A Place in the Sun,"['Oh Chang Seok', ' Yoon So Yi', ' Choi Sung Jae', ' Ha Shi Eun', ' Jung Han Yong', ' Choi Jung Woo']","['business', ' romance', ' drama', ' melodrama']",['KBS World'],"['car accident', ' tough male lead', ' orphan male lead', ' smart male lead', ' birth secret', ' switched at birth', ' nice male lead', ' unexpected pregnancy', ' jealousy', ' corruption ']",['KBS'],102
25,A Pledge to God,"['Han Chae Young', ' Bae Soo Bin', ' Oh Yoon Ah', ' Lee Chun Hee', ' Wang Seok Hyun', ' Kim Dong Yoon']","['romance', ' life', ' family', ' melodrama']",['Viki'],"['hardship', ' brothers relationship', ' punishment', ' hatred', ' break up', ' nice female lead', ' grandmagrandson relationship', ' repentance', ' chairman', ' news media ']",['MBC'],48
26,A Poem a Day,"['Lee Yoo Bi', ' Lee Joon Hyuk', ' Jang Dong Yoon', ' Seo Hyun Chul', ' Lee Chae Young', ' Kim Jae Bum']","['romance', ' life', ' drama', ' medical']",['KDRAMA'],"['poetry', ' nice female lead', ' hardworking female lead', ' strong male lead', ' smart male lead', ' nice male lead', ' female chases male first', ' love triangle', ' hardworking male lead', ' tough male lead ']",['tvN'],16
27,A Superior Day,"['Jin Goo', ' Ha Do Gwon', ' Lee Won Keun', ' Im Hwa Young', ' Cho Yu Ha', ' Han Yi Jin']","['thriller', ' mystery', ' psychological', ' drama']",['Viki'],"['gore', ' extreme violence', ' suspense', ' firefighter male lead', ' psychopath male lead', ' skilled killer', ' mental illness', ' trauma', ' fatherdaughter relationship', ' death ']",['OCN'],8
28,A Tale of Two Sisters,"['Yoo Geon', ' Park Jae Jung', ' Lee Hae In', ' Park Se Young', ' Hong Jin Hee ', ' Yoon Chae Yi']","['romance', ' drama', ' family']",['KBS World'],"['sisters relationship', ' partner switch', ' secondary couple', ' soap opera', ' birth secret', ' love square', ' rags to riches', ' rich male lead', ' unrequited love ']",['KBS'],135
29,A Thousand Days' Promise,"['Kim Rae Won', ' Park Soo Ae', ' Lee Sang Woo', ' Jung Yoo Mi', ' Kim Hae Sook', ' Oh Mi Yun']","['romance', ' melodrama']",['N/A'],"['alzheimers disease', ' forbidden love ']",['SBS'],20
30,A Thousand Kisses,"['Seo Young Hee', ' Ji Hyun Woo', ' Kim So Eun', ' Ryu Jin', ' Gu Seung Hyun', ' Shim Hyung Tak']","['romance', ' drama', ' family']",['N/A'],"['age gap drama life', ' age gap real life', ' older manyounger woman', ' older womanyounger man', ' multiple couples ']",['MBC'],50
31,A Time Called You,"['Jeon Yeo Been', ' Ahn Hyo Seop', ' Kang Hoon', ' Lee Min Goo']","['thriller', ' mystery', ' romance', ' fantasy']",['N/A'],"['mdl remake', ' best friends relationship', ' attempted assault', ' attempted murder', ' break up', ' attempted suicide', ' time loop', ' parallel dimension', ' sassy female lead', ' family relationship ']",['Netflix'],0
32,A Witch's Love,"['Uhm Jung Hwa', ' Park Seo Joon', ' Han Jae Suk', ' Lee Se Chang', ' Ra Mi Ran', ' Sa Hee']","['business', ' comedy', ' romance']","['Prime Video', ' Viki', ' Apple TV', ' AsianCrush']","['older womanyounger man', ' nice male lead', ' steamy kiss', ' exboyfriend comes back', ' warm mancold woman', ' male chases female first', ' love triangle', ' cheerful male lead', ' cohabitation', ' bossemployee relationship ']",['tvN'],16
33,A-Teen 2,"['Lee Na Eun', ' Kim Dong Hee', ' Choi Bo Min', ' Kim Soo Hyun', ' Ryu Eui Hyun', ' Kang  Min Ah']","['friendship', ' romance', ' school', ' youth']","['PlayList Global', ' WeTV', ' Viki']","['multiple mains', ' high school', ' web series', ' student', ' multiple couples', ' short length series', ' drama', ' comedy ']","['Naver TV Cast', ' vLive']",20
34,About Time,"['Lee Sung Kyung', ' Lee Sang Yoon', ' Im Se Mi', ' Han Seung Yeon', ' Rowoon', ' Tae In Ho']","['music', ' romance', ' fantasy', ' melodrama']","['Apple TV', ' Viki', ' WeTV', ' Netflix']","['female chases male first', ' exgirlfriend comes back', ' love triangle', ' rich male lead', ' best friends relationship', ' theater setting', ' assistant director supporting character', ' musical actress female lead', ' writer supporting character', ' neuropsychiatrist supporting character ']",['tvN'],16
35,Abyss,"['Park Bo Young', ' Ahn Hyo Seop', ' Lee Sung Jae', ' Kwon Soo Hyun', ' Lee Si Eon', ' Han So Hee']","['mystery', ' comedy', ' romance', ' fantasy']",['Netflix'],"['murder', ' reincarnation', ' death', ' nice male lead', ' hidden identity', ' investigation', ' second chance', ' hardworking female lead', ' smart female lead', ' sassy female lead ']","['Netflix', ' tvN']",16
36,Ad Genius Lee Tae-baek,"['Jin Goo', ' Park Ha Sun', ' Jo Hyun Jae', ' Han Chae Young', ' Lee Jung Gil', ' Jo A Young']","['business', ' comedy', ' romance', ' drama']",['Viki'],"['workplace setting', ' marketing', ' advertising', ' underdog', ' art', ' melodrama ']",['KBS'],16
37,Adamas,"['Ji Sung', ' Seo Ji Hye', ' Lee Soo Kyung', ' Heo Sung Tae', ' Oh Dae Hwan', ' Lee Kyung Young']","['thriller', ' mystery', ' drama']","['Disney', ' Disney Hotstar']","['revenge', ' twins', ' death of a stepfather', ' writer male lead', ' reporter female lead', ' brothers relationship', ' secret', ' death', ' murder', ' investigation ']",['tvN'],16
38,Adult Trainee,"['Ryu Eui Hyun', ' Cho Mi Yeon', ' Jo Yoo Jung', ' Ryeoun', ' Kim Min Ki', ' Kwon Young Eun']","['friendship', ' comedy', ' romance', ' school']",['TVING'],"['miniseries', ' web series', ' steamy kiss', ' multiple mains', ' friends to lovers', ' mild sexual content', ' fake relationship ']",[nan],7
39,"Aeja's Older Sister, Minja","['Cha Hwa Yun', ' Lee Eung Kyung', ' So Yi Hyun', ' Song Yi Woo', ' In Gyo Jin', ' Jung Jae Soon']","['romance', ' family']",['N/A'],[nan],['SBS'],140
40,Aftermath,"['Kim Dong Jun', ' Sun Joo Ah', ' Joo Yeon Woo', ' Kim Min Seok', ' Kim Ri Ah', ' Choi Kyu Hwan']","['thriller', ' mystery', ' school', ' supernatural']",['N/A'],"['miniseries', ' web series', ' short length series', ' supernatural power', ' high school', ' adapted from a webtoon', ' suspense', ' investigation', ' youth', ' romance ']",['Naver TV Cast'],5
41,Again My Life,"['Lee Joon Gi', ' Lee Kyung Young', ' Kim Ji Eun', ' Jung Sang Hoon', ' Choi Kwang Il', ' Hong Bi Ra']","['mystery', ' law', ' drama', ' fantasy']",['Viki'],"['time travel', ' fight for justice', ' death', ' prosecutor male lead', ' corruption', ' investigation', ' second chance', ' bullied male lead', ' competitive male lead', ' grim reaper supporting character ']","['SBS', ' ViuTV']",16
42,Age of Warriors,"['Im Hyuk', ' Kim Gab Soo', ' Lee Deok Hwa', ' Kim  Gyu Chul', ' Kim Myung Kook', ' Seo In Seok']","['military', ' historical', ' drama', ' political']",['N/A'],"['goryeo dynasty', ' historical fiction', ' inspired by real events ']",['KBS'],158
43,Air City,"['Moon Jung Hee', ' Choi Ji Woo', ' Lee Jin Wook', ' Lee Jung Jae', ' Lee Sang Yoon', ' Park Tam Hee']","['action', ' romance']",['N/A'],[nan],['MBC'],16
44,Alchemy of Souls,"['Lee Jae Wook', ' Jung So Min', ' Hwang Min Hyun', ' Shin Seung Ho', ' Yoo  Joon Sang', ' Oh Na Ra']","['action', ' historical', ' romance', ' fantasy']",['Netflix'],"['spirit', ' masterdisciple relationship', ' transmigration', ' multiple mains', ' strong female lead', ' age gap real life', ' kind male lead', ' birth secret', ' assassin female lead', ' magical power ']","['Netflix', ' tvN']",20
45,Alice,"['Kim Hee Sun', ' Joo Won', ' Kwak Shi Yang', ' Lee Da In', ' Kim  Sang Ho', ' Hwang Seung Eon']","['mystery', ' scifi', ' fantasy', ' melodrama']","['SBS World', ' Viki']","['time travel', ' motherson relationship', ' double identity', ' alexithymia', ' older womanyounger man', ' murder', ' police department setting', ' death of a mother', ' death of a father', ' detective male lead ']",['SBS'],16
46,All About My Mom,"['Eugene', ' Lee Sang Woo', ' Go Doo Shim', ' Kim Mi Sook', ' Choi  Tae Joon', ' Oh Min Suk']","['romance', ' drama', ' family', ' melodrama']","['Viki', ' KBS World']","['married couple', ' cancer', ' nice male lead', ' marriage', ' pregnancy ']",['KBS'],54
47,All About My Romance,"['Shin Ha Kyun', ' Lee Min Jung', ' Park Hee Soon ', ' Han Chae Ah', ' Min Ji Ah', ' Gong Hyung Jin']","['comedy', ' romance', ' political']","['SBS World', ' Viki']","['forbidden love', ' secret relationship', ' male chases female first', ' enemies to lovers', ' eccentric male lead', ' love square', ' unrequited love', ' lovehate relationship', ' secret romance', ' blackmail ']",['SBS'],16
48,All In,"['Song Hye Kyo', ' Lee Byung Hun', ' Park Sol Mi', ' Ji Sung', ' Fueki Yuko', ' Im Hyun Shik']","['romance', ' crime', ' drama', ' melodrama']",['N/A'],"['gambling', ' star crossed lovers', ' greed', ' scheme', ' rich female lead', ' rivalry', ' power struggle', ' jealousy', ' revenge', ' character development ']",['SBS'],24
49,All of Us Are Dead,"['Park Ji Hoo', ' Yoon Chan Young', ' Jo Yi Hyun', ' Lomon', ' Yoo In Soo', ' Kim Byung Chul']","['action', ' thriller', ' horror', ' scifi']",['Netflix'],"['survival', ' zombies', ' death', ' gore', ' school', ' virus', ' slight romance', ' zombie apocalypse', ' high school', ' suspense ']",['Netflix'],12
50,Alone in Love,"['Son Ye Jin', ' Kam Woo Sung', ' Gong Hyung Jin', ' Lee  Ha Na ', ' Oh Yoon Ah', ' Jin  Ji Hee']","['comedy', ' romance', ' life', ' drama']",['SBS World'],"['adapted from a novel', ' slow burn story', ' divorced male lead', ' divorced female lead', ' nice female lead', ' love square', ' multiple couples', ' nice male lead', ' marriage ']",['SBS'],16
51,Amanza,"['Kim Ji Soo', ' Lee Seol', ' Oh Hyun Kyung', ' Yoo Seung Mok', ' Lee Jong Won', ' Shin Joo Hwan']","['life', ' family', ' fantasy', ' melodrama']",['Kakao TV'],"['cancer', ' dream world', ' mixed live actionanimation', ' tearjerker', ' adapted from a webtoon', ' adventure', ' web series', ' short length series', ' supportive girlfriend', ' mental illness ']",['Daum Kakao TV'],9
52,Amor Fati,"['Choi Jung Yoon', ' Ahn Jae Mo', ' Bae Seul Gi', ' Park Hyung Joon', ' Kim Jong Goo', ' Yoon Mi Ra']","['romance', ' drama']","['Prime Video', ' Viki']","['cancer', ' divorced female lead', ' single father', ' soap opera', ' family relationship', ' healing', ' infidelity', ' fatherson relationship', ' divorce', ' terminal illness ']",['SBS'],120
53,Andante,"['Kai', ' Lee Ye Hyun', ' Kim Jin Kyung', ' Baek Chul Min', ' Jeon Mi Seon', ' Sung Byung Sook']","['comedy', ' romance', ' youth', ' melodrama']",['Viki'],"['bittersweet ending', ' terminal illness', ' countryside setting', ' transfer student', ' coming of age', ' student', ' drama ']",['KBS'],16
54,Ang Shim Jung,"['Kim Ha Eun', ' Kwon Hae Hyo', ' Yeo Hyun Soo', ' Lee Gi Young', ' Kim Joo Young', ' Kim  Gyu Chul']","['historical', ' mystery']",['N/A'],['investigation '],['EChannel'],13
55,Angel Eyes,"['Gu Hye Seon', ' Lee Sang Yoon', ' Kim Ji Suk', ' Seo Tae Hwa', ' Kim Yeo Jin', ' Kang Ha Neul']","['romance', ' family', ' medical', ' melodrama']","['SBS World', ' Viki']","['first love', ' male chases female first', ' secret', ' forbidden love', ' tearjerker', ' death', ' star crossed lovers', ' hidden past', ' lovers separated', ' second chance romance ']",['SBS'],20
56,Angel's Choice,"['Choi Jung Yoon', ' Kang Se Jung', ' Jung Sung Woon', ' Yoon Hee Seok', ' Choi Il Hwa', ' Lee Jung Gil']","['romance', ' drama', ' family']",['N/A'],['soap opera '],['MBC'],140
57,Angel's Last Mission: Love,"['Kim Myung Soo', ' Shin Hye Sun', ' Lee Dong Gun', ' Kim  Bo Mi', ' Woo Hee Jin', ' Gil Eun Hye']","['comedy', ' romance', ' drama', ' fantasy']","['Viki', ' Apple TV', ' KBS World', ' Prime Video']","['nice male lead', ' warm mancold woman', ' orphan female lead', ' strong female lead', ' opposites attract', ' ballet', ' rich female lead', ' tearjerker', ' male chases female first', ' cohabitation ']",['KBS'],32
58,Angel's Revenge,"['Park Jung Chul', ' Kwon Yool', ' Yoon So Yi', ' Moon Bo Ryung', ' Jung Yi Yeon', ' Gu Jae Yi']","['romance', ' drama', ' family', ' melodrama']",['KBS World'],"['religious female lead', ' immature male lead', ' car accident', ' male chases female first', ' strong female lead', ' lying', ' revenge', ' rich manpoor woman', ' pregnancy', ' church setting ']",['KBS'],103
59,Angry Mom,"['Kim Hee Sun', ' Kim Yoo Jung', ' Ji Hyun Woo', ' Kim Ji Soo', ' Baro', ' Kim Tae Hoon']","['comedy', ' drama', ' melodrama']","['Viki', ' Netflix']","['independent female lead', ' motherdaughter relationship', ' high school', ' corruption', ' strong female lead', ' school bullying', ' double identity', ' sexual harassment', ' sexual assault', ' smart female lead ']",['MBC'],16
60,Anna,"['Bae Suzy', ' Jung Eun Chae', ' Kim Joon Han', ' Park Ye Young', ' Heo Hyung Kyu', ' Kang Shin Chul']","['thriller', ' drama']",['N/A'],"['ripley syndrome', ' mental illness', ' antisocial personality disorder', ' miniseries', ' antihero', ' web series', ' suspense ']",[nan],6
61,Another Miss Oh,"['Eric Mun', ' Seo Hyun Jin', ' Jeon Hye Bin', ' Ye Ji Won', ' Kim Ji Suk', ' Lee Jae Yoon']","['comedy', ' romance', ' melodrama', ' supernatural']","['Disney Hotstar', ' WeTV', ' Netflix', ' KDRAMA']","['steamy kiss', ' mistaken identity', ' cold manwarm woman', ' precognition', ' healing', ' lovehate relationship', ' successful male lead', ' hardworking male lead', ' secondary couple', ' female chases male first ']",['tvN'],18
62,Another Peaceful Day of Second-Hand Items,"['Shin Bo Ra', ' Kang Tae Joo', ' Lee Ka Eun', ' Jang Won Hyuk', ' Jo Han Joon', ' Jung Sang Hoon']","['comedy', ' romance', ' life', ' drama']",['N/A'],"['short length series', ' miniseries', ' infidelity', ' web series ']",['Naver TV Cast'],6
63,Apgujeong Midnight Sun,"['Park Ha Na', ' Kang Eun Tak', ' Song Won Geun', ' Baek Ok Dam', ' Kim Min Soo', ' Hwang Jung Seo']",['family'],['N/A'],"['death', ' orphan female lead', ' multiple mains', ' multiple couples', ' manipulative female lead', ' evil mother', ' star crossed lovers', ' soap opera', ' loneliness', ' antihero ']",['MBC'],149
64,April Kiss,"['Park Soo Ae', ' Lee Jung Jin', ' Jo Han Sun', ' So Yi Hyun', ' Lee Jung Gil', ' Kim Ki Bum']","['drama', ' melodrama']",['N/A'],"['artist', ' first love', ' love triangle ']",['KBS'],24
65,Arang and the Magistrate,"['Lee Joon Gi', ' Shin Min Ah', ' Yeon Woo Jin', ' Kwon Oh Jung', ' Hwang Bo Ra', ' Han Jung Soo']","['historical', ' comedy', ' romance', ' supernatural']",['Viki'],"['ghost', ' interspecies romance', ' amnesia', ' joseon dynasty', ' motherson relationship', ' strong female lead', ' political', ' drama', ' missing person', ' grim reaper supporting character ']",['MBC'],20
66,Are You Human?,"['Seo Kang Joon', ' Gong Seung Yeon', ' Lee Joon Hyuk', ' Park Hwan Hee', ' Kim Sung Ryung', ' Yoo Oh Sung']","['comedy', ' romance', ' scifi', ' fantasy']",['Viki'],"['robot', ' nice male lead', ' artificial intelligence', ' interspecies romance', ' smart male lead', ' identity swap', ' android', ' strong male lead', ' hidden identity', ' cheerful male lead ']",['KBS'],36
67,Argon,"['Kim  Joo Hyuk', ' Chun Woo Hee', ' Park Won Sang', ' Shin Hyun Bin', ' Park Hee Bon', ' Shim Ji Ho']","['mystery', ' drama', ' political']",['Netflix'],"['bossemployee relationship', ' journalism', ' corruption', ' news anchor', ' workplace setting', ' mild sexual content', ' death of a wife', ' reporter male lead', ' reporter female lead', ' single father male lead ']",['tvN'],8
68,Arthdal Chronicles,"['Song Joong Ki', ' Jang Dong Gun', ' Kim Ji Won', ' Kim Ok Bin', ' Kim Eui Sung', ' Park Hae Joon']","['historical', ' romance', ' fantasy', ' political']",['Netflix'],"['war', ' power struggle', ' slavery', ' good twinevil twin', ' strong female lead', ' revenge', ' character development', ' fatherdaughter relationship', ' strong male lead', ' political intrigue ']","['Netflix', ' tvN']",6
69,Artificial City,"['Park Soo Ae', ' Kim Kang Woo', ' Kim Mi Sook', ' Lee Yi Dam', ' Lee Hak Joo', ' Kim Young Jae']","['thriller', ' mystery', ' psychological', ' drama']","['Viki', ' Netflix', ' TVING']","['female centered plot', ' fatherinlaw  daughterinlaw relationship', ' news presenter male lead', ' foundation director female lead', ' motherinlaw  daughterinlaw relationship', ' married life', ' ambitious female lead', ' popular male lead', ' society', ' conglomerate ']",['jTBC'],20
70,Ask the Stars,"['Lee Min Ho', ' Gong Hyo Jin', ' Han Ji Eun', ' Oh Jung Se']","['comedy', ' romance', ' scifi']",['N/A'],"['astronaut female lead', ' doctor male lead', ' outer space ']",['tvN'],0
71,Asphalt Man,"['Jung Woo Sung', ' Lee Byung Hun', ' Lee Young Ae', ' Kim Soo Mi', ' Jo Min Soo', ' Park In Hwan']","['action', ' romance', ' drama', ' sports']",['N/A'],"['brothers relationship', ' car racing ']",['SBS'],16
72,Assembly,"['Jung Jae Young', ' Song Yoon Ah', ' Jang Hyun Sung', ' Park Young Gyu', ' Ok Taec Yeon', ' Kim Seo Hyung']","['law', ' drama', ' political']",['Viki'],"['national assembly', ' nice male lead ']",['KBS'],20
73,At Eighteen,"['Ong Seong Wu', ' Kim Hyang Gi ', ' Shin Seung Ho', ' Kang Ki Young', ' Lee Seung Min', ' Kim Do Wan']","['comedy', ' romance', ' life', ' drama']","['WeTV', ' Viki']","['first love', ' high school', ' shy male lead', ' love triangle', ' lying', ' nice male lead', ' hardworking male lead', ' strong female lead', ' coming of age', ' school rivalry ']","['jTBC', ' Viki']",16
74,"At a Distance, Spring Is Green","['Park Ji Hoon', ' Kang  Min Ah', ' Bae In Hyuk', ' Kwon Eun Bin', ' Choi Jung Woo', ' Woo Da Vi']","['romance', ' life', ' school', ' youth']","['Apple TV', ' Viki']","['coming of age', ' adapted from a webtoon', ' bromance', ' child abuse', ' student', ' depression', ' abusive parents', ' anxiety', ' childhood trauma', ' hardworking male lead ']","['iQiyi', ' KBS', ' Viki']",12
75,Autumn Shower,"['Kim So Yeon', ' Jung Ryeo Won', ' Oh Ji Ho', ' Lee Chun Hee', ' Han Jin Hee', ' Kim Young Ran']","['drama', ' melodrama']",['N/A'],"['betrayal', ' infidelity', ' divorce', ' sismance', ' love triangle', ' friendship ']",['MBC'],16
76,Avengers Social Club,"['Lee Yo Won', ' Ra Mi Ran', ' Myung Se Bin', ' Lee Jun Young', ' Choi Byung Mo', ' Jang Yong']","['friendship', ' comedy', ' life', ' drama']",['KDRAMA'],"['revenge', ' sismance', ' strong female lead', ' healing', ' smart male lead', ' motherson relationship', ' motherdaughter relationship', ' tragic past', ' abusive husband', ' nice stepmother ']",['tvN'],12
77,Awaken,"['Namkoong Min', ' Kim Seol Hyun', ' Lee Chung Ah', ' Yoon Sun Woo', ' Yoon Gyung Ho', ' Kim Tae Woo']","['thriller', ' mystery', ' crime', ' fantasy']","['WeTV', ' Viki']","['tragic past', ' psychology', ' eccentric male lead', ' special power', ' teamwork', ' child abuse', ' hottempered female lead', ' trauma', ' strong male lead', ' orphan male lead ']",['tvN'],16
78,Babel,"['Park Shi Hoo', ' Jang Hee Jin', ' Kim Ji Hoon', ' Jang Shin Young', ' Kim Hae Sook', ' Kim Jong Goo']","['mystery', ' business', ' law', ' romance']",['Viki'],"['revenge', ' infidelity', ' actress female lead', ' pregnant female lead', ' prosecutor male lead', ' flashback to past', ' attempted assault', ' wealth obsession', ' impulsive male lead', ' evil motherinlaw ']","['TV Chosun', ' Viki']",16
79,Baby Faced Beauty,"['Jang Na Ra', ' Choi Daniel', ' Ryu Jin', ' Kim Min Seo', ' Hong Rok Gi', ' Son Hwa Ryung']","['business', ' comedy', ' romance']",['Viki'],"['hidden identity', ' older womanyounger man', ' fashion industry', ' workplace romance', ' male chases female first', ' clingy male lead ']",['KBS'],20
80,Babysitter,"['Cho Yeo Jung', ' Kim Min Joon', ' Shin Yoon Joo', ' Lee Seung Joon', ' Kil Hae Yeon', ' Lee Won Jong']","['thriller', ' mystery', ' drama']",['Viki'],"['older manyounger woman', ' married couple', ' miniseries', ' infidelity', ' babysitting', ' investigation', ' suspense ']",['KBS'],4
81,Bachelor's Vegetable Store,"['Ji Chang Wook', ' Wang Ji Hye', ' Kim Young Kwang', ' Park Soo Jin', ' Song Ji Hyuk', ' Sung Ha']","['comedy', ' romance', ' drama', ' melodrama']",['N/A'],"['childhood friends relationship', ' rich womanpoor man', ' nice male lead', ' based on true story', ' friendship ']",['Channel A'],24
82,Backstreet Rookie,"['Ji Chang Wook', ' Kim Yoo Jung', ' Han Sun Hwa', ' Do Sang Woo', ' Sol Bin', ' Kim Min Gue']","['action', ' business', ' comedy', ' romance']","['Viki', ' Netflix']","['hardworking female lead', ' badass female lead', ' bossemployee relationship', ' female chases male first', ' nice female lead', ' adapted from a webtoon', ' strong female lead', ' store manager', ' misunderstanding', ' slow burn romance ']","['iQiyi', ' SBS']",16
83,Bad and Crazy,"['Lee Dong Wook', ' Wi Ha Joon', ' Han Ji Eun', ' Cha Hak Yeon', ' Sung Ji Ru', ' Cha Shi Won']","['action', ' thriller', ' mystery']",['TVING'],"['injustice', ' corruption', ' investigation', ' eccentric male lead', ' slight comedy', ' strong male lead', ' antihero', ' strong female lead', ' slight romance', ' bromance ']","['iQiyi', ' tvN']",12
84,Bad Guy,"['Kim Sang Joong', ' Park Hae Jin', ' Jo Dong Hyuk', ' Ma Dong Seok', ' Kang Ye Won', ' Kang Shin Il']","['action', ' thriller', ' psychological', ' crime']",['N/A'],"['murder', ' teamwork', ' strong male lead', ' smart male lead', ' skilled killer', ' violence', ' death', ' revenge', ' detective male lead', ' bromance ']",['OCN'],11
85,Bad Guys,"['Kim Sang Joong', ' Park Hae Jin', ' Jo Dong Hyuk', ' Ma Dong Seok', ' Kang Ye Won', ' Kang Shin Il']","['action', ' thriller', ' psychological', ' crime']",['N/A'],"['murder', ' teamwork', ' strong male lead', ' smart male lead', ' skilled killer', ' violence', ' death', ' revenge', ' detective male lead', ' bromance ']",['OCN'],11
86,Bad Guys 2,"['Yang Ik Jun', ' Park Joong Hoon', ' Joo Jin Mo', ' Kim Mu Yeol', ' Kim Ji Soo', ' Choi Gwi Hwa']","['action', ' mystery', ' crime', ' political']","['KDRAMA', ' Netflix']","['scheme', ' teamwork', ' strong male lead', ' power struggle', ' smart male lead', ' street fight', ' corruption', ' gang', ' revenge', ' violence ']",['OCN'],16
87,Bad Housewife,"['Son Chang Min', ' Shin Ae Ra', ' Lee Young Yoo', ' Jo Yeon Woo', ' Fueki Yuko', ' Yeo Woon Kye']","['comedy', ' romance', ' drama']",['N/A'],"['stay at home dad', ' house husband ']",['SBS'],18
